FY,County,Category,Value,LastReportedDate,
2014,Anderson,By crisis walk-in centers,284,2018-05-17 00:00:00.0000000
2014,Anderson,By mobile crisis teams,813,2018-05-17 00:00:00.0000000
2014,Anderson,Per 1,000 people,14,2018-05-17 00:00:00.0000000
2014,Anderson,Total assessments,1097,2018-05-17 00:00:00.0000000
2014,Bedford,By crisis walk-in centers,3,2018-05-17 00:00:00.0000000
2014,Bedford,By mobile crisis teams,381,2018-05-17 00:00:00.0000000
2014,Bedford,Per 1,000 people,8,2018-05-17 00:00:00.0000000
2014,Bedford,Total assessments,384,2018-05-17 00:00:00.0000000
2014,Benton,By crisis walk-in centers,18,2018-05-17 00:00:00.0000000
2014,Benton,By mobile crisis teams,226,2018-05-17 00:00:00.0000000
2014,Benton,Per 1,000 people,15,2018-05-17 00:00:00.0000000
2014,Benton,Total assessments,244,2018-05-17 00:00:00.0000000
2014,Bledsoe,By crisis walk-in centers,4,2018-05-17 00:00:00.0000000
2014,Bledsoe,By mobile crisis teams,106,2018-05-17 00:00:00.0000000
2014,Bledsoe,Per 1,000 people,7,2018-05-17 00:00:00.0000000
2014,Bledsoe,Total assessments,110,2018-05-17 00:00:00.0000000
2014,Blount,By crisis walk-in centers,71,2018-05-17 00:00:00.0000000
2014,Blount,By mobile crisis teams,767,2018-05-17 00:00:00.0000000
2014,Blount,Per 1,000 people,7,2018-05-17 00:00:00.0000000
2014,Blount,Total assessments,838,2018-05-17 00:00:00.0000000
2014,Bradley,By crisis walk-in centers,61,2018-05-17 00:00:00.0000000
2014,Bradley,By mobile crisis teams,816,2018-05-17 00:00:00.0000000
2014,Bradley,Per 1,000 people,8,2018-05-17 00:00:00.0000000
2014,Bradley,Total assessments,877,2018-05-17 00:00:00.0000000
2014,Campbell,By crisis walk-in centers,57,2018-05-17 00:00:00.0000000
2014,Campbell,By mobile crisis teams,401,2018-05-17 00:00:00.0000000
2014,Campbell,Per 1,000 people,12,2018-05-17 00:00:00.0000000
2014,Campbell,Total assessments,458,2018-05-17 00:00:00.0000000
2014,Cannon,By crisis walk-in centers,1,2018-05-17 00:00:00.0000000
2014,Cannon,By mobile crisis teams,100,2018-05-17 00:00:00.0000000
2014,Cannon,Per 1,000 people,7,2018-05-17 00:00:00.0000000
2014,Cannon,Total assessments,101,2018-05-17 00:00:00.0000000
2014,Carroll,By crisis walk-in centers,55,2018-05-17 00:00:00.0000000
2014,Carroll,By mobile crisis teams,326,2018-05-17 00:00:00.0000000
2014,Carroll,Per 1,000 people,14,2018-05-17 00:00:00.0000000
2014,Carroll,Total assessments,381,2018-05-17 00:00:00.0000000
2014,Carter,By crisis walk-in centers,48,2018-05-17 00:00:00.0000000
2014,Carter,By mobile crisis teams,380,2018-05-17 00:00:00.0000000
2014,Carter,Per 1,000 people,8,2018-05-17 00:00:00.0000000
2014,Carter,Total assessments,428,2018-05-17 00:00:00.0000000
2014,Cheatham,By crisis walk-in centers,7,2018-05-17 00:00:00.0000000
2014,Cheatham,By mobile crisis teams,148,2018-05-17 00:00:00.0000000
2014,Cheatham,Per 1,000 people,4,2018-05-17 00:00:00.0000000
2014,Cheatham,Total assessments,155,2018-05-17 00:00:00.0000000
2014,Chester,By crisis walk-in centers,83,2018-05-17 00:00:00.0000000
2014,Chester,By mobile crisis teams,122,2018-05-17 00:00:00.0000000
2014,Chester,Per 1,000 people,12,2018-05-17 00:00:00.0000000
2014,Chester,Total assessments,205,2018-05-17 00:00:00.0000000
2014,Claiborne,By crisis walk-in centers,43,2018-05-17 00:00:00.0000000
2014,Claiborne,By mobile crisis teams,252,2018-05-17 00:00:00.0000000
2014,Claiborne,Per 1,000 people,9,2018-05-17 00:00:00.0000000
2014,Claiborne,Total assessments,295,2018-05-17 00:00:00.0000000
2014,Clay,By crisis walk-in centers,28,2018-05-17 00:00:00.0000000
2014,Clay,By mobile crisis teams,63,2018-05-17 00:00:00.0000000
2014,Clay,Per 1,000 people,12,2018-05-17 00:00:00.0000000
2014,Clay,Total assessments,91,2018-05-17 00:00:00.0000000
2014,Cocke,By crisis walk-in centers,56,2018-05-17 00:00:00.0000000
2014,Cocke,By mobile crisis teams,318,2018-05-17 00:00:00.0000000
2014,Cocke,Per 1,000 people,11,2018-05-17 00:00:00.0000000
2014,Cocke,Total assessments,374,2018-05-17 00:00:00.0000000
2014,Coffee,By crisis walk-in centers,1,2018-05-17 00:00:00.0000000
2014,Coffee,By mobile crisis teams,504,2018-05-17 00:00:00.0000000
2014,Coffee,Per 1,000 people,9,2018-05-17 00:00:00.0000000
2014,Coffee,Total assessments,505,2018-05-17 00:00:00.0000000
2014,Crockett,By crisis walk-in centers,83,2018-05-17 00:00:00.0000000
2014,Crockett,By mobile crisis teams,88,2018-05-17 00:00:00.0000000
2014,Crockett,Per 1,000 people,12,2018-05-17 00:00:00.0000000
2014,Crockett,Total assessments,171,2018-05-17 00:00:00.0000000
2014,Cumberland,By crisis walk-in centers,144,2018-05-17 00:00:00.0000000
2014,Cumberland,By mobile crisis teams,310,2018-05-17 00:00:00.0000000
2014,Cumberland,Per 1,000 people,8,2018-05-17 00:00:00.0000000
2014,Cumberland,Total assessments,454,2018-05-17 00:00:00.0000000
2014,Davidson,By crisis walk-in centers,1627,2018-05-17 00:00:00.0000000
2014,Davidson,By mobile crisis teams,4779,2018-05-17 00:00:00.0000000
2014,Davidson,Per 1,000 people,9,2018-05-17 00:00:00.0000000
2014,Davidson,Total assessments,6406,2018-05-17 00:00:00.0000000
2014,Decatur,By crisis walk-in centers,19,2018-05-17 00:00:00.0000000
2014,Decatur,By mobile crisis teams,125,2018-05-17 00:00:00.0000000
2014,Decatur,Per 1,000 people,12,2018-05-17 00:00:00.0000000
2014,Decatur,Total assessments,144,2018-05-17 00:00:00.0000000
2014,Dekalb,By crisis walk-in centers,76,2018-05-17 00:00:00.0000000
2014,Dekalb,By mobile crisis teams,183,2018-05-17 00:00:00.0000000
2014,Dekalb,Per 1,000 people,13,2018-05-17 00:00:00.0000000
2014,Dekalb,Total assessments,259,2018-05-17 00:00:00.0000000
2014,Dickson,By crisis walk-in centers,24,2018-05-17 00:00:00.0000000
2014,Dickson,By mobile crisis teams,403,2018-05-17 00:00:00.0000000
2014,Dickson,Per 1,000 people,8,2018-05-17 00:00:00.0000000
2014,Dickson,Total assessments,427,2018-05-17 00:00:00.0000000
2014,Dyer,By crisis walk-in centers,71,2018-05-17 00:00:00.0000000
2014,Dyer,By mobile crisis teams,416,2018-05-17 00:00:00.0000000
2014,Dyer,Per 1,000 people,13,2018-05-17 00:00:00.0000000
2014,Dyer,Total assessments,487,2018-05-17 00:00:00.0000000
2014,Fayette,By crisis walk-in centers,17,2018-05-17 00:00:00.0000000
2014,Fayette,By mobile crisis teams,165,2018-05-17 00:00:00.0000000
2014,Fayette,Per 1,000 people,5,2018-05-17 00:00:00.0000000
2014,Fayette,Total assessments,182,2018-05-17 00:00:00.0000000
2014,Fentress,By crisis walk-in centers,34,2018-05-17 00:00:00.0000000
2014,Fentress,By mobile crisis teams,136,2018-05-17 00:00:00.0000000
2014,Fentress,Per 1,000 people,9,2018-05-17 00:00:00.0000000
2014,Fentress,Total assessments,170,2018-05-17 00:00:00.0000000
2014,Franklin,By crisis walk-in centers,6,2018-05-17 00:00:00.0000000
2014,Franklin,By mobile crisis teams,336,2018-05-17 00:00:00.0000000
2014,Franklin,Per 1,000 people,8,2018-05-17 00:00:00.0000000
2014,Franklin,Total assessments,342,2018-05-17 00:00:00.0000000
2014,Gibson,By crisis walk-in centers,195,2018-05-17 00:00:00.0000000
2014,Gibson,By mobile crisis teams,432,2018-05-17 00:00:00.0000000
2014,Gibson,Per 1,000 people,13,2018-05-17 00:00:00.0000000
2014,Gibson,Total assessments,627,2018-05-17 00:00:00.0000000
