Category,Year,County,Value,LastReportedDate,
Death,2013,Anderson,23,2018-06-22
Death,2013,Bedford,3,2018-06-22
Death,2013,Benton,10,2018-06-22
Death,2013,Bledsoe,1,2018-06-22
Death,2013,Blount,15,2018-06-22
Death,2013,Bradley,12,2018-06-22
Death,2013,Campbell,12,2018-06-22
Death,2013,Cannon,3,2018-06-22
Death,2013,Carroll,2,2018-06-22
Death,2013,Carter,2,2018-06-22
Death,2013,Cheatham,10,2018-06-22
Death,2013,Chester,0,2018-06-22
Death,2013,Claiborne,8,2018-06-22
Death,2013,Clay,2,2018-06-22
Death,2013,Cocke,6,2018-06-22
Death,2013,Coffee,5,2018-06-22
Death,2013,Crockett,1,2018-06-22
Death,2013,Cumberland,4,2018-06-22
Death,2013,Davidson,98,2018-06-22
Death,2013,Decatur,1,2018-06-22
Death,2013,DeKalb,3,2018-06-22
Death,2013,Dickson,10,2018-06-22
Death,2013,Dyer,2,2018-06-22
Death,2013,Fayette,0,2018-06-22
Death,2013,Fentress,0,2018-06-22
Death,2013,Franklin,6,2018-06-22
Death,2013,Gibson,3,2018-06-22
Death,2013,Giles,5,2018-06-22
Death,2013,Grainger,1,2018-06-22
Death,2013,Greene,2,2018-06-22
Death,2013,Grundy,3,2018-06-22
Death,2013,Hamblen,6,2018-06-22
Death,2013,Hamilton,35,2018-06-22
Death,2013,Hancock,0,2018-06-22
Death,2013,Hardeman,0,2018-06-22
Death,2013,Hardin,14,2018-06-22
Death,2013,Hawkins,11,2018-06-22
Death,2013,Haywood,0,2018-06-22
Death,2013,Henderson,2,2018-06-22
Death,2013,Henry,5,2018-06-22
Death,2013,Hickman,4,2018-06-22
Death,2013,Houston,0,2018-06-22
Death,2013,Humphreys,2,2018-06-22
Death,2013,Jackson,4,2018-06-22
Death,2013,Jefferson,4,2018-06-22
Death,2013,Johnson,1,2018-06-22
Death,2013,Knox,75,2018-06-22
Death,2013,Lake,0,2018-06-22
Death,2013,Lauderdale,2,2018-06-22
Death,2013,Lawrence,4,2018-06-22
Death,2013,Lewis,1,2018-06-22
Death,2013,Lincoln,4,2018-06-22
Death,2013,Loudon,5,2018-06-22
Death,2013,Macon,2,2018-06-22
Death,2013,Madison,5,2018-06-22
Death,2013,Marion,7,2018-06-22
Death,2013,Marshall,4,2018-06-22
Death,2013,Maury,9,2018-06-22
Death,2013,McMinn,2,2018-06-22
Death,2013,McNairy,5,2018-06-22
Death,2013,Meigs,0,2018-06-22
Death,2013,Monroe,1,2018-06-22
Death,2013,Montgomery,22,2018-06-22
Death,2013,Moore,0,2018-06-22
Death,2013,Morgan,2,2018-06-22
Death,2013,Obion,6,2018-06-22
Death,2013,Overton,4,2018-06-22
Death,2013,Perry,1,2018-06-22
Death,2013,Pickett,1,2018-06-22
Death,2013,Polk,2,2018-06-22
Death,2013,Putnam,11,2018-06-22
Death,2013,Rhea,7,2018-06-22
Death,2013,Roane,14,2018-06-22
Death,2013,Robertson,3,2018-06-22
Death,2013,Rutherford,36,2018-06-22
Death,2013,Scott,3,2018-06-22
Death,2013,Sequatchie,1,2018-06-22
Death,2013,Sevier,3,2018-06-22
Death,2013,Shelby,93,2018-06-22
Death,2013,Smith,3,2018-06-22
Death,2013,Stewart,2,2018-06-22
Death,2013,Sullivan,9,2018-06-22
Death,2013,Sumner,11,2018-06-22
Death,2013,Tipton,7,2018-06-22
Death,2013,Trousdale,3,2018-06-22
Death,2013,Unicoi,1,2018-06-22
Death,2013,Union,3,2018-06-22
Death,2013,VanBuren,1,2018-06-22
Death,2013,Warren,4,2018-06-22
Death,2013,Washington,2,2018-06-22
Death,2013,Wayne,0,2018-06-22
Death,2013,Weakley,2,2018-06-22
Death,2013,White,4,2018-06-22
Death,2013,Williamson,9,2018-06-22
Death,2013,Wilson,17,2018-06-22
Death,2014,Anderson,11,2018-06-22
Death,2014,Bedford,6,2018-06-22
Death,2014,Benton,5,2018-06-22
Death,2014,Bledsoe,0,2018-06-22
Death,2014,Blount,15,2018-06-22
Death,2014,Bradley,17,2018-06-22
Death,2014,Campbell,15,2018-06-22
Death,2014,Cannon,4,2018-06-22
Death,2014,Carroll,0,2018-06-22
Death,2014,Carter,5,2018-06-22
Death,2014,Cheatham,16,2018-06-22
Death,2014,Chester,1,2018-06-22
Death,2014,Claiborne,8,2018-06-22
Death,2014,Clay,4,2018-06-22
Death,2014,Cocke,9,2018-06-22
Death,2014,Coffee,7,2018-06-22
Death,2014,Crockett,0,2018-06-22
Death,2014,Cumberland,11,2018-06-22
Death,2014,Davidson,99,2018-06-22
Death,2014,Decatur,1,2018-06-22
Death,2014,DeKalb,8,2018-06-22
Death,2014,Dickson,9,2018-06-22
Death,2014,Dyer,0,2018-06-22
Death,2014,Fayette,3,2018-06-22
Death,2014,Fentress,2,2018-06-22
Death,2014,Franklin,6,2018-06-22
Death,2014,Gibson,3,2018-06-22
Death,2014,Giles,3,2018-06-22
Death,2014,Grainger,1,2018-06-22
Death,2014,Greene,13,2018-06-22
Death,2014,Grundy,3,2018-06-22
Death,2014,Hamblen,19,2018-06-22
Death,2014,Hamilton,36,2018-06-22
Death,2014,Hancock,0,2018-06-22
Death,2014,Hardeman,0,2018-06-22
Death,2014,Hardin,6,2018-06-22
Death,2014,Hawkins,5,2018-06-22
Death,2014,Haywood,0,2018-06-22
Death,2014,Henderson,2,2018-06-22
Death,2014,Henry,4,2018-06-22
Death,2014,Hickman,0,2018-06-22
Death,2014,Houston,1,2018-06-22
Death,2014,Humphreys,4,2018-06-22
Death,2014,Jackson,2,2018-06-22
Death,2014,Jefferson,4,2018-06-22
Death,2014,Johnson,1,2018-06-22
Death,2014,Knox,94,2018-06-22
Death,2014,Lake,0,2018-06-22
Death,2014,Lauderdale,5,2018-06-22
Death,2014,Lawrence,5,2018-06-22
Death,2014,Lewis,0,2018-06-22
Death,2014,Lincoln,4,2018-06-22
Death,2014,Loudon,11,2018-06-22
Death,2014,Macon,1,2018-06-22
Death,2014,Madison,4,2018-06-22
Death,2014,Marion,7,2018-06-22
Death,2014,Marshall,9,2018-06-22
Death,2014,Maury,12,2018-06-22
Death,2014,McMinn,7,2018-06-22
Death,2014,McNairy,1,2018-06-22
Death,2014,Meigs,1,2018-06-22
Death,2014,Monroe,3,2018-06-22
Death,2014,Montgomery,23,2018-06-22
Death,2014,Moore,1,2018-06-22
Death,2014,Morgan,2,2018-06-22
Death,2014,Obion,1,2018-06-22
Death,2014,Overton,3,2018-06-22
Death,2014,Perry,1,2018-06-22
Death,2014,Pickett,1,2018-06-22
Death,2014,Polk,2,2018-06-22
Death,2014,Putnam,15,2018-06-22
Death,2014,Rhea,1,2018-06-22
Death,2014,Roane,12,2018-06-22
Death,2014,Robertson,3,2018-06-22
Death,2014,Rutherford,24,2018-06-22
Death,2014,Scott,6,2018-06-22
Death,2014,Sequatchie,3,2018-06-22
Death,2014,Sevier,9,2018-06-22
Death,2014,Shelby,113,2018-06-22
Death,2014,Smith,4,2018-06-22
Death,2014,Stewart,2,2018-06-22
Death,2014,Sullivan,22,2018-06-22
Death,2014,Sumner,9,2018-06-22
Death,2014,Tipton,5,2018-06-22
Death,2014,Trousdale,0,2018-06-22
Death,2014,Unicoi,4,2018-06-22
Death,2014,Union,5,2018-06-22
Death,2014,VanBuren,0,2018-06-22
Death,2014,Warren,2,2018-06-22
Death,2014,Washington,15,2018-06-22
Death,2014,Wayne,4,2018-06-22
Death,2014,Weakley,2,2018-06-22
Death,2014,White,4,2018-06-22
Death,2014,Williamson,14,2018-06-22
Death,2014,Wilson,16,2018-06-22
Death,2015,Anderson,20,2018-06-22
Death,2015,Bedford,8,2018-06-22
Death,2015,Benton,4,2018-06-22
Death,2015,Bledsoe,1,2018-06-22
Death,2015,Blount,19,2018-06-22
Death,2015,Bradley,10,2018-06-22
Death,2015,Campbell,16,2018-06-22
Death,2015,Cannon,3,2018-06-22
Death,2015,Carroll,1,2018-06-22
Death,2015,Carter,10,2018-06-22
Death,2015,Cheatham,15,2018-06-22
Death,2015,Chester,3,2018-06-22
Death,2015,Claiborne,3,2018-06-22
Death,2015,Clay,2,2018-06-22
Death,2015,Cocke,5,2018-06-22
Death,2015,Coffee,8,2018-06-22
Death,2015,Crockett,1,2018-06-22
Death,2015,Cumberland,2,2018-06-22
Death,2015,Davidson,127,2018-06-22
Death,2015,Decatur,5,2018-06-22
Death,2015,DeKalb,2,2018-06-22
Death,2015,Dickson,16,2018-06-22
Death,2015,Dyer,1,2018-06-22
Death,2015,Fayette,5,2018-06-22
Death,2015,Fentress,2,2018-06-22
Death,2015,Franklin,7,2018-06-22
Death,2015,Gibson,6,2018-06-22
Death,2015,Giles,9,2018-06-22
Death,2015,Grainger,2,2018-06-22
Death,2015,Greene,5,2018-06-22
Death,2015,Grundy,1,2018-06-22
Death,2015,Hamblen,11,2018-06-22
Death,2015,Hamilton,37,2018-06-22
Death,2015,Hancock,3,2018-06-22
Death,2015,Hardeman,1,2018-06-22
Death,2015,Hardin,7,2018-06-22
Death,2015,Hawkins,14,2018-06-22
Death,2015,Haywood,0,2018-06-22
Death,2015,Henderson,4,2018-06-22
Death,2015,Henry,1,2018-06-22
Death,2015,Hickman,5,2018-06-22
Death,2015,Houston,2,2018-06-22
Death,2015,Humphreys,4,2018-06-22
Death,2015,Jackson,3,2018-06-22
Death,2015,Jefferson,2,2018-06-22
Death,2015,Johnson,3,2018-06-22
Death,2015,Knox,122,2018-06-22
Death,2015,Lake,0,2018-06-22
Death,2015,Lauderdale,0,2018-06-22
Death,2015,Lawrence,2,2018-06-22
Death,2015,Lewis,0,2018-06-22
Death,2015,Lincoln,2,2018-06-22
Death,2015,Loudon,9,2018-06-22
Death,2015,Macon,3,2018-06-22
Death,2015,Madison,5,2018-06-22
Death,2015,Marion,3,2018-06-22
Death,2015,Marshall,5,2018-06-22
Death,2015,Maury,11,2018-06-22
Death,2015,McMinn,4,2018-06-22
Death,2015,McNairy,9,2018-06-22
Death,2015,Meigs,0,2018-06-22
Death,2015,Monroe,6,2018-06-22
Death,2015,Montgomery,24,2018-06-22
Death,2015,Moore,0,2018-06-22
Death,2015,Morgan,10,2018-06-22
Death,2015,N/a,1,2018-12-18
Death,2015,Obion,2,2018-06-22
Death,2015,Overton,4,2018-06-22
Death,2015,Perry,0,2018-06-22
Death,2015,Pickett,0,2018-06-22
Death,2015,Polk,3,2018-06-22
Death,2015,Putnam,12,2018-06-22
Death,2015,Rhea,3,2018-06-22
Death,2015,Roane,15,2018-06-22
Death,2015,Robertson,12,2018-06-22
Death,2015,Rutherford,44,2018-06-22
Death,2015,Scott,4,2018-06-22
Death,2015,Sequatchie,2,2018-06-22
Death,2015,Sevier,18,2018-06-22
Death,2015,Shelby,135,2018-06-22
Death,2015,Smith,5,2018-06-22
Death,2015,Stewart,1,2018-06-22
Death,2015,Sullivan,23,2018-06-22
Death,2015,Sumner,18,2018-06-22
Death,2015,Tipton,12,2018-06-22
Death,2015,Trousdale,0,2018-06-22
Death,2015,Unicoi,3,2018-06-22
Death,2015,Union,3,2018-06-22
Death,2015,VanBuren,0,2018-06-22
Death,2015,Warren,5,2018-06-22
Death,2015,Washington,17,2018-06-22
Death,2015,Wayne,3,2018-06-22
Death,2015,Weakley,4,2018-06-22
Death,2015,White,7,2018-06-22
Death,2015,Williamson,21,2018-06-22
Death,2015,Wilson,26,2018-06-22
Death,2016,Anderson,24,2018-06-22
Death,2016,Bedford,1,2018-06-22
Death,2016,Benton,1,2018-06-22
Death,2016,Bledsoe,2,2018-06-22
Death,2016,Blount,21,2018-06-22
Death,2016,Bradley,7,2018-06-22
Death,2016,Campbell,4,2018-06-22
Death,2016,Cannon,3,2018-06-22
Death,2016,Carroll,1,2018-06-22
Death,2016,Carter,14,2018-06-22
Death,2016,Cheatham,13,2018-06-22
Death,2016,Chester,2,2018-06-22
Death,2016,Claiborne,2,2018-06-22
Death,2016,Clay,6,2018-06-22
Death,2016,Cocke,4,2018-06-22
Death,2016,Coffee,12,2018-06-22
Death,2016,Crockett,0,2018-06-22
Death,2016,Cumberland,6,2018-06-22
Death,2016,Davidson,178,2018-06-22
Death,2016,Decatur,3,2018-06-22
Death,2016,DeKalb,1,2018-06-22
Death,2016,Dickson,17,2018-06-22
Death,2016,Dyer,0,2018-06-22
Death,2016,Fayette,2,2018-06-22
Death,2016,Fentress,2,2018-06-22
Death,2016,Franklin,2,2018-06-22
Death,2016,Gibson,5,2018-06-22
Death,2016,Giles,4,2018-06-22
Death,2016,Grainger,3,2018-06-22
Death,2016,Greene,13,2018-06-22
Death,2016,Grundy,2,2018-06-22
Death,2016,Hamblen,19,2018-06-22
Death,2016,Hamilton,53,2018-06-22
