FY,County,Category,Value,LastReportedDate,
2014,Anderson,All individuals served,181,2018-05-17 00:00:00.0000000
2014,Anderson,All individuals served for marijuana use,47,2018-05-17 00:00:00.0000000
2014,Anderson,Percent of all served for marijuana use,0.26,2018-05-17 00:00:00.0000000
2014,Anderson,Rate of marijuana users served per 10,000 people living in poverty,46,2018-05-17 00:00:00.0000000
2014,Bedford,All individuals served,94,2018-05-17 00:00:00.0000000
2014,Bedford,All individuals served for marijuana use,54,2018-05-17 00:00:00.0000000
2014,Bedford,Percent of all served for marijuana use,0.574,2018-05-17 00:00:00.0000000
2014,Bedford,Rate of marijuana users served per 10,000 people living in poverty,83.1,2018-05-17 00:00:00.0000000
2014,Benton,All individuals served,39,2018-05-17 00:00:00.0000000
2014,Benton,All individuals served for marijuana use,11,2018-05-17 00:00:00.0000000
2014,Benton,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Benton,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Bledsoe,All individuals served,11,2018-05-17 00:00:00.0000000
2014,Bledsoe,All individuals served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Bledsoe,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Bledsoe,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Blount,All individuals served,306,2018-05-17 00:00:00.0000000
2014,Blount,All individuals served for marijuana use,90,2018-05-17 00:00:00.0000000
2014,Blount,Percent of all served for marijuana use,0.294,2018-05-17 00:00:00.0000000
2014,Blount,Rate of marijuana users served per 10,000 people living in poverty,65.4,2018-05-17 00:00:00.0000000
2014,Bradley,All individuals served,100,2018-05-17 00:00:00.0000000
2014,Bradley,All individuals served for marijuana use,46,2018-05-17 00:00:00.0000000
2014,Bradley,Percent of all served for marijuana use,0.46,2018-05-17 00:00:00.0000000
2014,Bradley,Rate of marijuana users served per 10,000 people living in poverty,30.2,2018-05-17 00:00:00.0000000
2014,Campbell,All individuals served,106,2018-05-17 00:00:00.0000000
2014,Campbell,All individuals served for marijuana use,28,2018-05-17 00:00:00.0000000
2014,Campbell,Percent of all served for marijuana use,0.264,2018-05-17 00:00:00.0000000
2014,Campbell,Rate of marijuana users served per 10,000 people living in poverty,36.2,2018-05-17 00:00:00.0000000
2014,Cannon,All individuals served,38,2018-05-17 00:00:00.0000000
2014,Cannon,All individuals served for marijuana use,15,2018-05-17 00:00:00.0000000
2014,Cannon,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Cannon,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Carroll,All individuals served,61,2018-05-17 00:00:00.0000000
2014,Carroll,All individuals served for marijuana use,32,2018-05-17 00:00:00.0000000
2014,Carroll,Percent of all served for marijuana use,0.525,2018-05-17 00:00:00.0000000
2014,Carroll,Rate of marijuana users served per 10,000 people living in poverty,66.7,2018-05-17 00:00:00.0000000
2014,Carter,All individuals served,114,2018-05-17 00:00:00.0000000
2014,Carter,All individuals served for marijuana use,39,2018-05-17 00:00:00.0000000
2014,Carter,Percent of all served for marijuana use,0.342,2018-05-17 00:00:00.0000000
2014,Carter,Rate of marijuana users served per 10,000 people living in poverty,37.8,2018-05-17 00:00:00.0000000
2014,Cheatham,All individuals served,44,2018-05-17 00:00:00.0000000
2014,Cheatham,All individuals served for marijuana use,14,2018-05-17 00:00:00.0000000
2014,Cheatham,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Cheatham,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Chester,All individuals served,35,2018-05-17 00:00:00.0000000
2014,Chester,All individuals served for marijuana use,14,2018-05-17 00:00:00.0000000
2014,Chester,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Chester,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Claiborne,All individuals served,63,2018-05-17 00:00:00.0000000
2014,Claiborne,All individuals served for marijuana use,15,2018-05-17 00:00:00.0000000
2014,Claiborne,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Claiborne,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Clay,All individuals served,38,2018-05-17 00:00:00.0000000
2014,Clay,All individuals served for marijuana use,15,2018-05-17 00:00:00.0000000
2014,Clay,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Clay,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Cocke,All individuals served,50,2018-05-17 00:00:00.0000000
2014,Cocke,All individuals served for marijuana use,16,2018-05-17 00:00:00.0000000
2014,Cocke,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Cocke,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Coffee,All individuals served,186,2018-05-17 00:00:00.0000000
2014,Coffee,All individuals served for marijuana use,110,2018-05-17 00:00:00.0000000
2014,Coffee,Percent of all served for marijuana use,0.591,2018-05-17 00:00:00.0000000
2014,Coffee,Rate of marijuana users served per 10,000 people living in poverty,129.3,2018-05-17 00:00:00.0000000
2014,Crockett,All individuals served,63,2018-05-17 00:00:00.0000000
2014,Crockett,All individuals served for marijuana use,36,2018-05-17 00:00:00.0000000
2014,Crockett,Percent of all served for marijuana use,0.571,2018-05-17 00:00:00.0000000
2014,Crockett,Rate of marijuana users served per 10,000 people living in poverty,178.6,2018-05-17 00:00:00.0000000
2014,Cumberland,All individuals served,89,2018-05-17 00:00:00.0000000
2014,Cumberland,All individuals served for marijuana use,23,2018-05-17 00:00:00.0000000
2014,Cumberland,Percent of all served for marijuana use,0.258,2018-05-17 00:00:00.0000000
2014,Cumberland,Rate of marijuana users served per 10,000 people living in poverty,27.3,2018-05-17 00:00:00.0000000
2014,Davidson,All individuals served,2020,2018-05-17 00:00:00.0000000
2014,Davidson,All individuals served for marijuana use,738,2018-05-17 00:00:00.0000000
2014,Davidson,Percent of all served for marijuana use,0.365,2018-05-17 00:00:00.0000000
2014,Davidson,Rate of marijuana users served per 10,000 people living in poverty,83.2,2018-05-17 00:00:00.0000000
2014,Decatur,All individuals served,40,2018-05-17 00:00:00.0000000
2014,Decatur,All individuals served for marijuana use,25,2018-05-17 00:00:00.0000000
2014,Decatur,Percent of all served for marijuana use,0.625,2018-05-17 00:00:00.0000000
2014,Decatur,Rate of marijuana users served per 10,000 people living in poverty,120.1,2018-05-17 00:00:00.0000000
2014,Dekalb,All individuals served,72,2018-05-17 00:00:00.0000000
2014,Dekalb,All individuals served for marijuana use,27,2018-05-17 00:00:00.0000000
2014,Dekalb,Percent of all served for marijuana use,0.375,2018-05-17 00:00:00.0000000
2014,Dekalb,Rate of marijuana users served per 10,000 people living in poverty,93.1,2018-05-17 00:00:00.0000000
2014,Dickson,All individuals served,66,2018-05-17 00:00:00.0000000
2014,Dickson,All individuals served for marijuana use,21,2018-05-17 00:00:00.0000000
2014,Dickson,Percent of all served for marijuana use,0.318,2018-05-17 00:00:00.0000000
2014,Dickson,Rate of marijuana users served per 10,000 people living in poverty,35.4,2018-05-17 00:00:00.0000000
2014,Dyer,All individuals served,152,2018-05-17 00:00:00.0000000
2014,Dyer,All individuals served for marijuana use,72,2018-05-17 00:00:00.0000000
2014,Dyer,Percent of all served for marijuana use,0.474,2018-05-17 00:00:00.0000000
2014,Dyer,Rate of marijuana users served per 10,000 people living in poverty,139,2018-05-17 00:00:00.0000000
2014,Fayette,All individuals served,51,2018-05-17 00:00:00.0000000
2014,Fayette,All individuals served for marijuana use,15,2018-05-17 00:00:00.0000000
2014,Fayette,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Fayette,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Fentress,All individuals served,61,2018-05-17 00:00:00.0000000
2014,Fentress,All individuals served for marijuana use,11,2018-05-17 00:00:00.0000000
2014,Fentress,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Fentress,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Franklin,All individuals served,78,2018-05-17 00:00:00.0000000
2014,Franklin,All individuals served for marijuana use,34,2018-05-17 00:00:00.0000000
2014,Franklin,Percent of all served for marijuana use,0.436,2018-05-17 00:00:00.0000000
2014,Franklin,Rate of marijuana users served per 10,000 people living in poverty,67.7,2018-05-17 00:00:00.0000000
2014,Gibson,All individuals served,182,2018-05-17 00:00:00.0000000
2014,Gibson,All individuals served for marijuana use,80,2018-05-17 00:00:00.0000000
2014,Gibson,Percent of all served for marijuana use,0.44,2018-05-17 00:00:00.0000000
2014,Gibson,Rate of marijuana users served per 10,000 people living in poverty,116.8,2018-05-17 00:00:00.0000000
2014,Giles,All individuals served,30,2018-05-17 00:00:00.0000000
2014,Giles,All individuals served for marijuana use,9,2018-05-17 00:00:00.0000000
2014,Giles,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Giles,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Grainger,All individuals served,44,2018-05-17 00:00:00.0000000
2014,Grainger,All individuals served for marijuana use,13,2018-05-17 00:00:00.0000000
2014,Grainger,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Grainger,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Greene,All individuals served,227,2018-05-17 00:00:00.0000000
2014,Greene,All individuals served for marijuana use,93,2018-05-17 00:00:00.0000000
2014,Greene,Percent of all served for marijuana use,0.41,2018-05-17 00:00:00.0000000
2014,Greene,Rate of marijuana users served per 10,000 people living in poverty,78.3,2018-05-17 00:00:00.0000000
2014,Grundy,All individuals served,38,2018-05-17 00:00:00.0000000
2014,Grundy,All individuals served for marijuana use,9,2018-05-17 00:00:00.0000000
2014,Grundy,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Grundy,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Hamblen,All individuals served,228,2018-05-17 00:00:00.0000000
2014,Hamblen,All individuals served for marijuana use,91,2018-05-17 00:00:00.0000000
2014,Hamblen,Percent of all served for marijuana use,0.399,2018-05-17 00:00:00.0000000
2014,Hamblen,Rate of marijuana users served per 10,000 people living in poverty,104.4,2018-05-17 00:00:00.0000000
2014,Hamilton,All individuals served,803,2018-05-17 00:00:00.0000000
2014,Hamilton,All individuals served for marijuana use,316,2018-05-17 00:00:00.0000000
2014,Hamilton,Percent of all served for marijuana use,0.394,2018-05-17 00:00:00.0000000
2014,Hamilton,Rate of marijuana users served per 10,000 people living in poverty,70.6,2018-05-17 00:00:00.0000000
2014,Hancock,All individuals served,23,2018-05-17 00:00:00.0000000
2014,Hancock,All individuals served for marijuana use,7,2018-05-17 00:00:00.0000000
2014,Hancock,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Hancock,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Hardeman,All individuals served,47,2018-05-17 00:00:00.0000000
2014,Hardeman,All individuals served for marijuana use,24,2018-05-17 00:00:00.0000000
2014,Hardeman,Percent of all served for marijuana use,0.511,2018-05-17 00:00:00.0000000
2014,Hardeman,Rate of marijuana users served per 10,000 people living in poverty,48,2018-05-17 00:00:00.0000000
2014,Hardin,All individuals served,103,2018-05-17 00:00:00.0000000
2014,Hardin,All individuals served for marijuana use,25,2018-05-17 00:00:00.0000000
2014,Hardin,Percent of all served for marijuana use,0.243,2018-05-17 00:00:00.0000000
2014,Hardin,Rate of marijuana users served per 10,000 people living in poverty,55.7,2018-05-17 00:00:00.0000000
2014,Hawkins,All individuals served,136,2018-05-17 00:00:00.0000000
2014,Hawkins,All individuals served for marijuana use,27,2018-05-17 00:00:00.0000000
2014,Hawkins,Percent of all served for marijuana use,0.199,2018-05-17 00:00:00.0000000
2014,Hawkins,Rate of marijuana users served per 10,000 people living in poverty,37.3,2018-05-17 00:00:00.0000000
2014,Haywood,All individuals served,52,2018-05-17 00:00:00.0000000
2014,Haywood,All individuals served for marijuana use,21,2018-05-17 00:00:00.0000000
2014,Haywood,Percent of all served for marijuana use,0.404,2018-05-17 00:00:00.0000000
2014,Haywood,Rate of marijuana users served per 10,000 people living in poverty,70.6,2018-05-17 00:00:00.0000000
2014,Henderson,All individuals served,88,2018-05-17 00:00:00.0000000
2014,Henderson,All individuals served for marijuana use,32,2018-05-17 00:00:00.0000000
2014,Henderson,Percent of all served for marijuana use,0.364,2018-05-17 00:00:00.0000000
2014,Henderson,Rate of marijuana users served per 10,000 people living in poverty,81.8,2018-05-17 00:00:00.0000000
2014,Henry,All individuals served,78,2018-05-17 00:00:00.0000000
2014,Henry,All individuals served for marijuana use,43,2018-05-17 00:00:00.0000000
2014,Henry,Percent of all served for marijuana use,0.551,2018-05-17 00:00:00.0000000
2014,Henry,Rate of marijuana users served per 10,000 people living in poverty,91.3,2018-05-17 00:00:00.0000000
2014,Hickman,All individuals served,31,2018-05-17 00:00:00.0000000
2014,Hickman,All individuals served for marijuana use,10,2018-05-17 00:00:00.0000000
2014,Hickman,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Hickman,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Houston,All individuals served,9,2018-05-17 00:00:00.0000000
2014,Houston,All individuals served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Houston,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Houston,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Humphreys,All individuals served,33,2018-05-17 00:00:00.0000000
2014,Humphreys,All individuals served for marijuana use,5,2018-05-17 00:00:00.0000000
2014,Humphreys,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Humphreys,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Jackson,All individuals served,34,2018-05-17 00:00:00.0000000
2014,Jackson,All individuals served for marijuana use,8,2018-05-17 00:00:00.0000000
2014,Jackson,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Jackson,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Jefferson,All individuals served,66,2018-05-17 00:00:00.0000000
2014,Jefferson,All individuals served for marijuana use,18,2018-05-17 00:00:00.0000000
2014,Jefferson,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Jefferson,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Johnson,All individuals served,40,2018-05-17 00:00:00.0000000
2014,Johnson,All individuals served for marijuana use,22,2018-05-17 00:00:00.0000000
2014,Johnson,Percent of all served for marijuana use,0.55,2018-05-17 00:00:00.0000000
2014,Johnson,Rate of marijuana users served per 10,000 people living in poverty,57.6,2018-05-17 00:00:00.0000000
2014,Knox,All individuals served,1123,2018-05-17 00:00:00.0000000
2014,Knox,All individuals served for marijuana use,391,2018-05-17 00:00:00.0000000
2014,Knox,Percent of all served for marijuana use,0.348,2018-05-17 00:00:00.0000000
2014,Knox,Rate of marijuana users served per 10,000 people living in poverty,74.7,2018-05-17 00:00:00.0000000
2014,Lake,All individuals served,29,2018-05-17 00:00:00.0000000
2014,Lake,All individuals served for marijuana use,17,2018-05-17 00:00:00.0000000
2014,Lake,Percent of all served for marijuana use,N/A,2018-05-17 00:00:00.0000000
2014,Lake,Rate of marijuana users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Lauderdale,All individuals served,99,2018-05-17 00:00:00.0000000
2014,Lauderdale,All individuals served for marijuana use,55,2018-05-17 00:00:00.0000000
