FY,County,Category,Value,LastReportedDate,
2014,Anderson,All individuals served,181,2018-05-17 00:00:00.0000000
2014,Anderson,All individuals served for opioid use,135,2018-05-17 00:00:00.0000000
2014,Anderson,Percent of all served for opioid use,0.746,2018-05-17 00:00:00.0000000
2014,Anderson,Rate of opioid users served per 10,000 people living in poverty,132.1,2018-05-17 00:00:00.0000000
2014,Bedford,All individuals served,94,2018-05-17 00:00:00.0000000
2014,Bedford,All individuals served for opioid use,17,2018-05-17 00:00:00.0000000
2014,Bedford,Percent of all served for opioid use,N/A,2018-05-17 00:00:00.0000000
2014,Bedford,Rate of opioid users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Benton,All individuals served,39,2018-05-17 00:00:00.0000000
2014,Benton,All individuals served for opioid use,17,2018-05-17 00:00:00.0000000
2014,Benton,Percent of all served for opioid use,N/A,2018-05-17 00:00:00.0000000
2014,Benton,Rate of opioid users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Bledsoe,All individuals served,11,2018-05-17 00:00:00.0000000
2014,Bledsoe,All individuals served for opioid use,6,2018-05-17 00:00:00.0000000
2014,Bledsoe,Percent of all served for opioid use,N/A,2018-05-17 00:00:00.0000000
2014,Bledsoe,Rate of opioid users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Blount,All individuals served,306,2018-05-17 00:00:00.0000000
2014,Blount,All individuals served for opioid use,228,2018-05-17 00:00:00.0000000
2014,Blount,Percent of all served for opioid use,0.745,2018-05-17 00:00:00.0000000
2014,Blount,Rate of opioid users served per 10,000 people living in poverty,165.7,2018-05-17 00:00:00.0000000
2014,Bradley,All individuals served,100,2018-05-17 00:00:00.0000000
2014,Bradley,All individuals served for opioid use,34,2018-05-17 00:00:00.0000000
2014,Bradley,Percent of all served for opioid use,0.34,2018-05-17 00:00:00.0000000
2014,Bradley,Rate of opioid users served per 10,000 people living in poverty,22.3,2018-05-17 00:00:00.0000000
2014,Campbell,All individuals served,106,2018-05-17 00:00:00.0000000
2014,Campbell,All individuals served for opioid use,95,2018-05-17 00:00:00.0000000
2014,Campbell,Percent of all served for opioid use,0.896,2018-05-17 00:00:00.0000000
2014,Campbell,Rate of opioid users served per 10,000 people living in poverty,122.9,2018-05-17 00:00:00.0000000
2014,Cannon,All individuals served,38,2018-05-17 00:00:00.0000000
2014,Cannon,All individuals served for opioid use,15,2018-05-17 00:00:00.0000000
2014,Cannon,Percent of all served for opioid use,N/A,2018-05-17 00:00:00.0000000
2014,Cannon,Rate of opioid users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Carroll,All individuals served,61,2018-05-17 00:00:00.0000000
2014,Carroll,All individuals served for opioid use,26,2018-05-17 00:00:00.0000000
2014,Carroll,Percent of all served for opioid use,0.426,2018-05-17 00:00:00.0000000
2014,Carroll,Rate of opioid users served per 10,000 people living in poverty,54.2,2018-05-17 00:00:00.0000000
2014,Carter,All individuals served,114,2018-05-17 00:00:00.0000000
2014,Carter,All individuals served for opioid use,43,2018-05-17 00:00:00.0000000
2014,Carter,Percent of all served for opioid use,0.377,2018-05-17 00:00:00.0000000
2014,Carter,Rate of opioid users served per 10,000 people living in poverty,41.7,2018-05-17 00:00:00.0000000
2014,Cheatham,All individuals served,44,2018-05-17 00:00:00.0000000
2014,Cheatham,All individuals served for opioid use,24,2018-05-17 00:00:00.0000000
2014,Cheatham,Percent of all served for opioid use,0.545,2018-05-17 00:00:00.0000000
2014,Cheatham,Rate of opioid users served per 10,000 people living in poverty,55,2018-05-17 00:00:00.0000000
2014,Chester,All individuals served,35,2018-05-17 00:00:00.0000000
2014,Chester,All individuals served for opioid use,18,2018-05-17 00:00:00.0000000
2014,Chester,Percent of all served for opioid use,N/A,2018-05-17 00:00:00.0000000
2014,Chester,Rate of opioid users served per 10,000 people living in poverty,N/A,2018-05-17 00:00:00.0000000
2014,Claiborne,All individuals served,63,2018-05-17 00:00:00.0000000
