Year,CountyName,Subject,Grade,ValidTests,OnMasteredPct,UpdatedBy,LastUpdateDateTime,
2017,Anderson,ELA,3rd through 8th,5505,34.0000,AG03536,2019-03-12
2017,Bedford,ELA,3rd through 8th,4126,26.3000,AG03536,2019-03-12
2017,Benton,ELA,3rd through 8th,933,33.5000,AG03536,2019-03-12
2017,Bledsoe,ELA,3rd through 8th,768,26.6000,AG03536,2019-03-12
2017,Blount,ELA,3rd through 8th,8150,40.4000,AG03536,2019-03-12
2017,Bradley,ELA,3rd through 8th,7010,34.2000,AG03536,2019-03-12
2017,Campbell,ELA,3rd through 8th,2467,22.3000,AG03536,2019-03-12
2017,Cannon,ELA,3rd through 8th,889,27.9000,AG03536,2019-03-12
2017,Carroll,ELA,3rd through 8th,2017,31.5000,AG03536,2019-03-12
2017,Carter,ELA,3rd through 8th,2474,28.2000,AG03536,2019-03-12
2017,Cheatham,ELA,3rd through 8th,4017,34.8000,AG03536,2019-03-12
2017,Chester,ELA,3rd through 8th,1308,38.7000,AG03536,2019-03-12
2017,Claiborne,ELA,3rd through 8th,2040,26.7000,AG03536,2019-03-12
2017,Clay,ELA,3rd through 8th,486,29.8000,AG03536,2019-03-12
2017,Cocke,ELA,3rd through 8th,2432,31.3000,AG03536,2019-03-12
2017,Coffee,ELA,3rd through 8th,4318,32.2000,AG03536,2019-03-12
2017,Crockett,ELA,3rd through 8th,1382,32.2000,AG03536,2019-03-12
2017,Cumberland,ELA,3rd through 8th,3285,37.1000,AG03536,2019-03-12
2017,Davidson,ELA,3rd through 8th,37776,25.5000,AG03536,2019-03-12
2017,Decatur,ELA,3rd through 8th,715,31.6000,AG03536,2019-03-12
2017,DeKalb,ELA,3rd through 8th,1352,28.6000,AG03536,2019-03-12
2017,Dickson,ELA,3rd through 8th,3871,35.0000,AG03536,2019-03-12
2017,Dyer,ELA,3rd through 8th,2914,37.6000,AG03536,2019-03-12
2017,Fayette,ELA,3rd through 8th,1157,16.6000,AG03536,2019-03-12
2017,Fentress,ELA,3rd through 8th,1179,31.1000,AG03536,2019-03-12
2017,Franklin,ELA,3rd through 8th,2417,28.4000,AG03536,2019-03-12
2017,Gibson,ELA,3rd through 8th,4078,35.9000,AG03536,2019-03-12
2017,Giles,ELA,3rd through 8th,1760,29.0000,AG03536,2019-03-12
2017,Grainger,ELA,3rd through 8th,1626,23.8000,AG03536,2019-03-12
2017,Greene,ELA,3rd through 8th,4351,32.3000,AG03536,2019-03-12
2017,Grundy,ELA,3rd through 8th,902,24.9000,AG03536,2019-03-12
2017,Hamblen,ELA,3rd through 8th,4804,29.6000,AG03536,2019-03-12
2017,Hamilton,ELA,3rd through 8th,19906,31.6000,AG03536,2019-03-12
2017,Hancock,ELA,3rd through 8th,442,19.0000,AG03536,2019-03-12
2017,Hardeman,ELA,3rd through 8th,1586,21.7000,AG03536,2019-03-12
