Year,CountyName,Subject,Grade,ValidTests,OnMasteredPct,UpdatedBy,LastUpdateDateTime,
2017,Anderson,Math,3rd through 8th,5516,31.6000,AG03536,2019-03-12
2017,Bedford,Math,3rd through 8th,4191,32.3000,AG03536,2019-03-12
2017,Benton,Math,3rd through 8th,945,39.4000,AG03536,2019-03-12
2017,Bledsoe,Math,3rd through 8th,771,26.2000,AG03536,2019-03-12
2017,Blount,Math,3rd through 8th,8175,44.8000,AG03536,2019-03-12
2017,Bradley,Math,3rd through 8th,7052,37.0000,AG03536,2019-03-12
2017,Campbell,Math,3rd through 8th,2459,24.6000,AG03536,2019-03-12
2017,Cannon,Math,3rd through 8th,892,26.6000,AG03536,2019-03-12
2017,Carroll,Math,3rd through 8th,2024,38.8000,AG03536,2019-03-12
2017,Carter,Math,3rd through 8th,2473,28.9000,AG03536,2019-03-12
2017,Cheatham,Math,3rd through 8th,4028,45.2000,AG03536,2019-03-12
2017,Chester,Math,3rd through 8th,1318,38.9000,AG03536,2019-03-12
2017,Claiborne,Math,3rd through 8th,1927,30.9000,AG03536,2019-03-12
2017,Clay,Math,3rd through 8th,487,43.1000,AG03536,2019-03-12
2017,Cocke,Math,3rd through 8th,2437,33.2000,AG03536,2019-03-12
2017,Coffee,Math,3rd through 8th,4225,33.9000,AG03536,2019-03-12
2017,Crockett,Math,3rd through 8th,1390,36.5000,AG03536,2019-03-12
2017,Cumberland,Math,3rd through 8th,3301,44.7000,AG03536,2019-03-12
2017,Davidson,Math,3rd through 8th,37939,27.4000,AG03536,2019-03-12
2017,Decatur,Math,3rd through 8th,718,47.4000,AG03536,2019-03-12
2017,DeKalb,Math,3rd through 8th,1355,34.3000,AG03536,2019-03-12
2017,Dickson,Math,3rd through 8th,3887,40.4000,AG03536,2019-03-12
2017,Dyer,Math,3rd through 8th,2919,48.3000,AG03536,2019-03-12
2017,Fayette,Math,3rd through 8th,1539,11.2000,AG03536,2019-03-12
2017,Fentress,Math,3rd through 8th,1108,33.0000,AG03536,2019-03-12
2017,Franklin,Math,3rd through 8th,2416,30.0000,AG03536,2019-03-12
2017,Gibson,Math,3rd through 8th,4084,48.7000,AG03536,2019-03-12
